user_id,gender,age,the beatles,radiohead,linkin park,coldplay,muse,pink floyd,metallica,nine inch nails,depeche mode,christina aguilera,lil wayne,system of a down,red hot chili peppers,placebo,in flames,death cab for cutie,rammstein,rise against,bob dylan,the killers,arctic monkeys,afi,nirvana,led zeppelin,korn,garbage,iron maiden,green day,nightwish,the cure,kanye west,the smashing pumpkins,david bowie,ac/dc,queen,björk,daft punk,jack johnson,sigur rós,tom waits,u2,tool,böhse onkelz,britney spears,elliott smith,madonna,the prodigy,oasis,queens of the stone age,boards of canada
00000c289a1829a808ac09c00daf10bc3c4e223b,1,0.9398340248962656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078585238257705,0.0,0.0,0.0,0.0,0.0,0.0,0.02365518025702263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025815989992039122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00001411dc427966b17297bf4d69e7e193135d89,1,0.0,0.0,0.0,0.0,0.024289500137073927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005364159736818057,0.0,0.0,0.0,0.0,0.04396417801334186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012830119711230924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00004d2ac9316e22dc007ab2243d6fcb239e707d,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03894571203776554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,0,0.9377593360995851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007481296758104738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00997506234413965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00007a47085b9aab8af55f52ec8846ac479ac4fe,0,0.9439834024896265,0.0,0.016640866873065017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012770897832817337,0.0,0.0,0.0,0.0,0.07875386996904024
0000c176103e538d5c9828e695fed4f7ae42dd01,0,0.9384508990318119,0.03148901909916357,0.10810931699244085,0.0,0.0,0.008319541977904013,0.00970613230755468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008095898376347452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034128013597530975,0.0,0.0,0.021469785749429707,0.0,0.0,0.0,0.0,0.010466520552846983,0.0,0.0,0.04987252314711276
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,0,0.9363762102351314,0.0,0.0,0.0,0.0,0.0,0.0,0.07584990378447723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081783194355356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07552918537524055,0.0,0.03030788967286722,0.0,0.0,0.0,0.0,0.08883899935856318,0.009140474663245671,0.0,0.0,0.0,0.0,0.0,0.0,0.008659397049390635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000ef373bbd0d89ce796abae961f2705e8c1faf,1,0.9398340248962656,0.0,0.0,0.02664576802507837,0.0,0.0,0.0,0.07445141065830721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013322884012539185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0
0000f687d4fe9c1ed49620fbc5ed5b0d7798ea20,1,0.9412171507607192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001399387da41d557219578fb08b12afa25ab67,0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031446540880503146,0.0,0.0,0.0,0.011137316561844864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01821278825995807,0.0,0.0,0.0
