user_id,gender,age,the beatles,radiohead,linkin park,coldplay,muse,pink floyd,metallica,nine inch nails,depeche mode,christina aguilera,lil wayne,system of a down,red hot chili peppers,placebo,in flames,death cab for cutie,rammstein,rise against,bob dylan,the killers
00000c289a1829a808ac09c00daf10bc3c4e223b,1,0.9398340248962656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04856620747821198,0.0,0.0,0.0,0.0,0.0,0.0,0.014619061006466124
00001411dc427966b17297bf4d69e7e193135d89,1,0.0,0.0,0.0,0.0,0.022515310919671672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004972342930717559,0.0,0.0,0.0,0.0
00004d2ac9316e22dc007ab2243d6fcb239e707d,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,0,0.9377593360995851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00007a47085b9aab8af55f52ec8846ac479ac4fe,0,0.9439834024896265,0.0,0.015291607396870554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000c176103e538d5c9828e695fed4f7ae42dd01,0,0.9384508990318119,0.02968835659764686,0.10192721292118248,0.0,0.0,0.007843798760173744,0.009151098553536035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,0,0.9363762102351314,0.0,0.0,0.0,0.0,0.0,0.0,0.06822443386701284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073561228905235825,0.0,0.0,0.0,0.0,0.0
0000ef373bbd0d89ce796abae961f2705e8c1faf,1,0.9398340248962656,0.0,0.0,0.015370705244122965,0.0,0.0,0.0,0.04294755877034358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000f687d4fe9c1ed49620fbc5ed5b0d7798ea20,1,0.9412171507607192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001399387da41d557219578fb08b12afa25ab67,0,0.0,0.0,0.0,0.019467401285583105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022038567493112946,0.0,0.0,0.0,0.007805325987144169,0.0,0.0
000163263d2a41a3966a3746855b8b75b7d7aa83,0,0.9432918395573997,0.008939840134623475,0.013251998317206562,0.0,0.03360328144720236,0.008782078249894826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032919646613378206,0.0,0.02792385359697097,0.0,0.0,0.0,0.011043331931005469
0001a57568309b287363e72dc682e9a170ba6dc2,1,0.9405255878284924,0.0217901878914405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01657098121085595,0.0,0.0,0.0,0.0,0.0,0.0,0.01174321503131524,0.0,0.0,0.0,0.0
